,Id,Direct,Name,CountryName,ImageUrl,HolidayUrl,IndirectPrice,HotelUrl,HotelPrice,IndirectQuoteDateTime,DirectPrice,DirectQuoteDateTime
10,ROME,False,Rome,Italy,https://content.skyscnr.com/562fb1d3b394e92393671562fe241138/stock-photo-st-peter-s-basilica-83184691.jpg,https://www.skyscanner.net/si/en-gb/eur/holidays/holidays-in/italy/rome-holidays/cia-27539793,26,/hotels/search?entity_id=27539793&checkin=2021-12-01&checkout=2021-12-02&adults=1&rooms=1&locale=en-GB&market=SI&search_bar_expanded=true&open_checkin_selector=true,,2021-11-10T21:14:00,,
11,BRIN,False,Brindisi,Italy,https://content.skyscnr.com/f7f059e28e04b44737f527b459f8d638/GettyImages-490477064.jpg,https://www.skyscanner.net/si/en-gb/eur/holidays/holidays-in/italy/brindisi-holidays/cia-27538714,39,/hotels/search?entity_id=27538714&checkin=2021-12-01&checkout=2021-12-02&adults=1&rooms=1&locale=en-GB&market=SI&search_bar_expanded=true&open_checkin_selector=true,,2021-11-12T22:11:00,,
12,MILA,False,Milan,Italy,https://content.skyscnr.com/0f320987e189f43d5256fd38df04a977/GettyImages-461823317.jpg,https://www.skyscanner.net/si/en-gb/eur/holidays/holidays-in/italy/milan-holidays/cia-27544068,25,/hotels/search?entity_id=27544068&checkin=2021-12-01&checkout=2021-12-02&adults=1&rooms=1&locale=en-GB&market=SI&search_bar_expanded=true&open_checkin_selector=true,93.0,2021-11-13T13:16:00,,
13,BOLO,False,Bologna,Italy,https://content.skyscnr.com/e0ed7f0c0c4807256fbfb586c7553b41/bologna.jpg,https://www.skyscanner.net/si/en-gb/eur/holidays/holidays-in/italy/bologna-holidays/cia-27539470,25,/hotels/search?entity_id=27539470&checkin=2021-12-01&checkout=2021-12-02&adults=1&rooms=1&locale=en-GB&market=SI&search_bar_expanded=true&open_checkin_selector=true,,2021-11-10T17:26:00,,
14,TURI,False,Turin,Italy,https://content.skyscnr.com/8b7a06603efcb6bdde92edd3751784ec/GettyImages-480512869.jpg,https://www.skyscanner.net/si/en-gb/eur/holidays/holidays-in/italy/turin-holidays/cia-27547248,26,/hotels/search?entity_id=27547248&checkin=2021-12-01&checkout=2021-12-02&adults=1&rooms=1&locale=en-GB&market=SI&search_bar_expanded=true&open_checkin_selector=true,,2021-11-13T14:14:00,,
15,ANCO,False,Ancona,Italy,https://content.skyscnr.com/b4be7d74908065e81a5c572c285b9aa1/GettyImages-481573120.jpg,https://www.skyscanner.net/si/en-gb/eur/holidays/holidays-in/italy/ancona-holidays/cia-27536583,26,/hotels/search?entity_id=27536583&checkin=2021-12-01&checkout=2021-12-02&adults=1&rooms=1&locale=en-GB&market=SI&search_bar_expanded=true&open_checkin_selector=true,,2021-11-10T22:26:00,,
16,PISA,False,Pisa,Italy,https://content.skyscnr.com/14469415402f6651d1f8f1b3b8b483b0/GettyImages-498016949.jpg,https://www.skyscanner.net/si/en-gb/eur/holidays/holidays-in/italy/pisa-holidays/cia-27546040,30,/hotels/search?entity_id=27546040&checkin=2021-12-01&checkout=2021-12-02&adults=1&rooms=1&locale=en-GB&market=SI&search_bar_expanded=true&open_checkin_selector=true,,2021-11-09T20:33:00,,
17,TRIE,False,Trieste,Italy,https://content.skyscnr.com/153de701476d5bc8cd228c85955e4a8d/GettyImages-484950503.jpg,https://www.skyscanner.net/si/en-gb/eur/holidays/holidays-in/italy/trieste-holidays/cia-27547250,59,/hotels/search?entity_id=27547250&checkin=2021-12-01&checkout=2021-12-02&adults=1&rooms=1&locale=en-GB&market=SI&search_bar_expanded=true&open_checkin_selector=true,83.0,2021-11-11T14:55:00,,
18,VERO,False,Verona,Italy,https://content.skyscnr.com/m/3da3e30063a26934/Large-GettyImages-452657391_doc.jpg,https://www.skyscanner.net/si/en-gb/eur/holidays/holidays-in/italy/verona-holidays/cia-27547432,74,/hotels/search?entity_id=27547432&checkin=2021-12-01&checkout=2021-12-02&adults=1&rooms=1&locale=en-GB&market=SI&search_bar_expanded=true&open_checkin_selector=true,,2021-11-11T01:56:00,,
19,OLBI,False,Olbia,Italy,https://content.skyscnr.com/m/329e1b9ba93fbc6d/original/eyeem-26694340-109665343.jpg,https://www.skyscanner.net/si/en-gb/eur/holidays/holidays-in/italy/olbia-holidays/cia-27545213,105,/hotels/search?entity_id=27545213&checkin=2021-12-01&checkout=2021-12-02&adults=1&rooms=1&locale=en-GB&market=SI&search_bar_expanded=true&open_checkin_selector=true,,2021-11-13T06:56:00,,
20,REGG,False,Reggio Calabria,Italy,https://content.skyscnr.com/c842a0646150babd46c1371e012c2827/GettyImages-489955648.jpg,https://www.skyscanner.net/si/en-gb/eur/holidays/holidays-in/italy/reggio-calabria-holidays/cia-27546148,140,/hotels/search?entity_id=27546148&checkin=2021-12-01&checkout=2021-12-02&adults=1&rooms=1&locale=en-GB&market=SI&search_bar_expanded=true&open_checkin_selector=true,,2021-11-11T19:10:00,,
21,PANT,False,Pantelleria,Italy,https://content.skyscnr.com/f244f64185e49fa4260d27deb61b6827/eyeem-26694340-73729802.jpg,https://www.skyscanner.net/si/en-gb/eur/holidays/holidays-in/italy/pantelleria-holidays/cia-30445881,146,/hotels/search?entity_id=30445881&checkin=2021-12-01&checkout=2021-12-02&adults=1&rooms=1&locale=en-GB&market=SI&search_bar_expanded=true&open_checkin_selector=true,,2021-11-12T17:49:00,,
22,CORT,False,Crotone,Italy,https://content.skyscnr.com/d3adfb5b0ca6b67668b1cf8857eff065/GettyImages-153908030.jpg,https://www.skyscanner.net/si/en-gb/eur/holidays/holidays-in/italy/crotone-holidays/cia-27539924,226,/hotels/search?entity_id=27539924&checkin=2021-12-01&checkout=2021-12-02&adults=1&rooms=1&locale=en-GB&market=SI&search_bar_expanded=true&open_checkin_selector=true,,2021-11-12T16:52:00,,
