Id,CityName,CountryName,CountyCode,ImageUrl,lat,lon
SKOP,Skopje,North Macedonia,MK,https://content.skyscnr.com/690e1d8632f1ac1e07c4cf957c4964fb/GettyImages-476208185.jpg,42.00122,21.42878
CLUZ,Lublin,Poland,PL,https://content.skyscnr.com/c874bce5d8c239c5cf6f267bdf990f8a/GettyImages-484849096.jpg,51.254776,22.876588
SANJ,San Jorge Island,Portugal,PT,,39.225448,-8.266333
GRAC,Graciosa Island,Portugal,PT,,40.78133,-8.51655
PORY,Porto Santo,Portugal,PT,https://content.skyscnr.com/1e43c0d09c99b7224fee8b79c52968eb/GettyImages-496198921.jpg,33.07197,-16.34147
ORAD,Oradea,Romania,RO,https://content.skyscnr.com/m/672f559a26876759/Large-eyeem-26694340-137532062.jpg,47.059422,21.933339
CRAI,Craiova,Romania,RO,,44.31477,23.807382
BASE,Basel,Switzerland,CH,https://content.skyscnr.com/6639f27bacf31c97099755cbf54bb392/GettyImages-481566200.jpg,47.553808000000004,7.592036
GENE,Geneva,Switzerland,CH,https://content.skyscnr.com/ac5054692e970b4403945168ccc6aa0c/GettyImages-96654976.jpg,46.201510999999996,6.143889
ZURI,Zurich,Switzerland,CH,https://content.skyscnr.com/92ec24310bc1e0c2c5022132dd1d4d55/GettyImages-178766147.jpg,47.373754,8.537087
PAPH,Paphos,Cyprus,CY,https://content.skyscnr.com/0a849c421a2db497fec2f8576eb37a49/GettyImages-178526577.jpg,34.899229,32.525392
LARN,Larnaca,Cyprus,CY,https://content.skyscnr.com/19f19f5c154529162d48a79cfbe41dc1/GettyImages-118980041.jpg,34.872192,33.461927
ERCA,Tymbou,Cyprus,CY,https://content.skyscnr.com/5847c256561211f08cdf6cfe5b3db52a/eyeem-26694340-92365225.jpg,35.132852,33.511503000000005
RGSA,Burgos,Spain,ES,https://content.skyscnr.com/4584e7870d5b151c2a5476797c58e654/GettyImages-531904283.jpg,42.343288,-3.693108
AIXE,Aix en Provence,France,FR,,43.526046,5.4446699999999995
MYTI,Mytilene,Greece,GR,https://content.skyscnr.com/e786fe25e168d42eae4d945bc9bf9b19/GettyImages-187863401.jpg,39.107887,26.555618
DUBR,Dubrovnik,Croatia,HR,https://content.skyscnr.com/844ae2f6ebd9628b7e91219738eccb48/croatia-dubrovnik-3491.jpg,43.034456,17.557335000000002
PULA,Pula,Croatia,HR,https://content.skyscnr.com/m/5bd1bed123cceb1e/original/GettyImages-450473963.jpg,44.867490999999994,13.852041
OSIJ,Osijek,Croatia,HR,https://content.skyscnr.com/27693c5f5d02ddf6ba23674ff73f0fdc/GettyImages-530572535.jpg,45.553981,18.697226999999998
