continent;country_name;country_code_iso2;region_name;city_name;city_code;city_image_url;airport_name;airport_code_IATA;airport_type;aiport_lat;airport_lon
EU;Italy;IT;Brindisi;Brindisi;BRIN;https://content.skyscnr.com/f7f059e28e04b44737f527b459f8d638/GettyImages-490477064.jpg;Brindisi – Salento Airport;BDS;medium_airport;40.6576;17.947001
EU;Italy;IT;Lamezia Terme;Lamezia Terme;MARA;https://content.skyscnr.com/m/fae19a45fbb9458/original/eyeem-26694340-135367311.jpg;Lamezia Terme Airport;SUF;medium_airport;38.905399;16.2423
EU;Italy;IT;Catania;Catania;CATA;https://content.skyscnr.com/551ee1c8b7ed734978a498dc05f85d83/GettyImages-467692542.jpg;Catania-Fontanarossa Airport;CTA;large_airport;37.466801;15.0664
EU;Italy;IT;Palermo;Palermo;PALE;https://content.skyscnr.com/b5b377433a4dd4788bd9a767d90d1555/GettyImages-471536974.jpg;Falcone–Borsellino Airport;PMO;large_airport;38.175999;13.091
EU;Italy;IT;Trapani;Trapani;TRAP;https://content.skyscnr.com/bc9d50a8707c2a3faf1c430c4973cfe0/eyeem-26693940-126565453.jpg;Vincenzo Florio Airport Trapani-Birgi;TPS;medium_airport;37.9114;12.488
EU;Italy;IT;Cagliari;Cagliari;CAGL;https://content.skyscnr.com/m/1c520904cb530a78/original/eyeem-26694340-131957363.jpg;Cagliari Elmas Airport;CAG;large_airport;39.251499;9.05428
EU;Italy;IT;Olbia;Olbia;OLBI;https://content.skyscnr.com/m/329e1b9ba93fbc6d/original/eyeem-26694340-109665343.jpg;Olbia Costa Smeralda Airport;OLB;medium_airport;40.898701;9.51763
EU;Italy;IT;Milan;Bergamo;MILA;https://content.skyscnr.com/0f320987e189f43d5256fd38df04a977/GettyImages-461823317.jpg;Il Caravaggio International Airport;BGY;large_airport;45.673901;9.70417
EU;Italy;IT;Bologna;Bologna;BOLO;https://content.skyscnr.com/e0ed7f0c0c4807256fbfb586c7553b41/bologna.jpg;Bologna Guglielmo Marconi Airport;BLQ;large_airport;44.5354;11.2887
EU;Italy;IT;Venice;Treviso;VENI;https://content.skyscnr.com/2a72a6087b8bee22ab2c798e61bee6fe/venice.jpg;Treviso-Sant'Angelo Airport;TSF;large_airport;45.648399;12.1944
EU;Italy;IT;Trieste;Trieste;TRIE;https://content.skyscnr.com/153de701476d5bc8cd228c85955e4a8d/GettyImages-484950503.jpg;Trieste–Friuli Venezia Giulia Airport;TRS;medium_airport;45.827499;13.4722
EU;Italy;IT;Rome;Rome;ROME;https://content.skyscnr.com/562fb1d3b394e92393671562fe241138/stock-photo-st-peter-s-basilica-83184691.jpg;Ciampino–G. B. Pastine International Airport;CIA;large_airport;41.7994;12.5949
EU;Italy;IT;Rome;Rome;ROME;https://content.skyscnr.com/562fb1d3b394e92393671562fe241138/stock-photo-st-peter-s-basilica-83184691.jpg;Leonardo da Vinci–Fiumicino Airport;FCO;large_airport;41.8002778;12.2388889
EU;Italy;IT;Naples;Nápoli;NAPL;https://content.skyscnr.com/m/0f141bf76cf06068/Large-napl_139999980_doc.jpg;Naples International Airport;NAP;large_airport;40.886002;14.2908
EU;Slovenia;SI;Ljubljana;Ljubljana;LJUB;https://content.skyscnr.com/119b73c5f7597401e98579c81634e8e5/GettyImages-495685019.jpg;Ljubljana Jože Puènik Airport;LJU;large_airport;46.223701;14.4576
EU;Czechia;CZ;Prague;Prague;PRAG;https://content.skyscnr.com/6f3779016c23190fadcdc6f500f5dc11/GettyImages-464420602.jpg;Václav Havel Airport Prague;PRG;large_airport;50.1008;14.26
AS;Israel;IL;Tel Aviv;Tel Aviv;TELA;https://content.skyscnr.com/f5c3712b7fe4d1bdbb7e84261abbf904/GettyImages-486858743.jpg;Ben Gurion International Airport;TLV;large_airport;32.01139832;34.88669968
EU;Malta;MT;Valletta;Valletta;MLAA;https://content.skyscnr.com/m/8065ff02c4914c/original/Valletta-aerial-shot.jpg;Malta International Airport;MLA;large_airport;35.857498;14.4775
EU;Portugal;PT;Porto;Porto;PORT;https://content.skyscnr.com/933c6cedb8bc5ea82505271747cf3707/porto.jpg;Francisco de Sá Carneiro Airport;OPO;large_airport;41.24810028;-8.681389809
EU;Portugal;PT;Lisbon;Lisbon;LISB;https://content.skyscnr.com/e48dd065c801bef1b761c506a5a2fde9/GettyImages-467824014.jpg;Humberto Delgado Airport (Lisbon Portela Airport);LIS;large_airport;38.7813;-9.13592
EU;Bosnia and Herzegovina;BA;Sarajevo;Sarajevo;SARA;https://content.skyscnr.com/49e574742f759ce4dd8d0d6d48e57d40/GettyImages-480404012.jpg;Sarajevo International Airport;SJJ;large_airport;43.82460022;18.3314991
EU;Romania;RO;Cluj-Napoca;Cluj-Napoca;CLUJ;https://content.skyscnr.com/e2c4ce717878fc7ea04e0a72d00c023d/GettyImages-502724313.jpg;Cluj-Napoca International Airport;CLJ;medium_airport;46.78519821;23.68619919
EU;Romania;RO;Iasi;Iaºi;IASI;https://content.skyscnr.com/4897ee326c41f194189be4a10fac9785/GettyImages-508830832.jpg;Iaºi Airport;IAS;medium_airport;47.17850113;27.62059975
EU;Romania;RO;Bucharest;Bucharest;BUCH;https://content.skyscnr.com/m/4dc3cee04825a86f/original/GettyImages-149110112_doc.jpg;Henri Coandã International Airport;OTP;large_airport;44.5711111;26.085
EU;Romania;RO;Sibiu;Sibiu;SIBI;https://content.skyscnr.com/dce169877fc4c05c5d0c983d67647467/GettyImages-507292252.jpg;Sibiu International Airport;SBZ;medium_airport;45.78559875;24.09129906
EU;Romania;RO;Suceava Salcea;Suceava;SUCE;;Suceava Stefan cel Mare Airport;SCV;medium_airport;47.6875;26.35409927
EU;North Macedonia;MK;Skopje;Skopje;SKOP;https://content.skyscnr.com/690e1d8632f1ac1e07c4cf957c4964fb/GettyImages-476208185.jpg;Skopje Alexander the Great Airport;SKP;large_airport;41.961601;21.621401
EU;Serbia;RS;Belgrade;Belgrade;BELI;https://content.skyscnr.com/d1831c1a59e1ea608773be52b099f7b4/GettyImages-177007038.jpg;Belgrade Nikola Tesla Airport;BEG;large_airport;44.81840134;20.3090992
EU;Serbia;RS;Nis;Nis;NISI;;Nis Airport;INI;medium_airport;43.337299;21.853701
EU;Montenegro;ME;Podgorica;Podgorica;PODG;https://content.skyscnr.com/f71a8075838fbaae6be68304d1eaab4a/GettyImages-479863398.jpg;Podgorica Airport;TGD;large_airport;42.359402;19.2519
EU;Montenegro;ME;Tivat;Tivat;TIVA;https://content.skyscnr.com/d59e71ab895abcc7212b4920f7e8abe9/GettyImages-468534036.jpg;Tivat Airport;TIV;medium_airport;42.40470123;18.72330093
EU;Slovakia;SK;Bratislava;Bratislava;BRAS;https://content.skyscnr.com/306b82b70a621c16a4ff68497efca061/GettyImages-530970203.jpg;M. R. Štefánik Airport;BTS;large_airport;48.17020035;17.21269989
